filename,sensor,filter_type,order,band_idx,band_label,rms,peak,crest_factor,zcr,band_power,spectral_centroid
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,3,353–440 Hz,0.000365,0.002746,7.714016,395.94165,0.0,393.023462
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,4,440–565 Hz,0.000355,0.002876,8.192861,500.566086,0.0,498.925622
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,5,565–707 Hz,0.000296,0.002465,8.205534,634.186642,0.0,630.937467
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,6,707–880 Hz,0.000328,0.002295,6.916651,800.207334,0.0,798.793789
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,7,880–1130 Hz,0.000622,0.003684,6.041977,1036.164317,0.0,1033.322783
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,8,1130–1414 Hz,0.000481,0.002632,5.53386,1217.365072,0.0,1215.126336
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,9,1414–1760 Hz,0.000949,0.005524,5.964137,1648.206868,1e-06,1646.912123
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,10,1760–2220 Hz,0.001011,0.006286,6.418428,1893.419889,1e-06,1890.393038
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,11,10–1000 Hz,0.001476,0.014441,9.743714,405.749691,2e-06,335.553443
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,12,10–2000 Hz,0.00223,0.021021,9.524439,1095.824566,5e-06,949.073545
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,13,500–1500 Hz,0.000974,0.009747,9.93975,1032.616303,1e-06,1003.49107
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,14,1000–2000 Hz,0.001495,0.010292,7.236087,1607.122696,3e-06,1583.209803
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,0,176–225 Hz,0.000166,0.000909,5.559989,199.10083,0.0,198.517281
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,1,225–283 Hz,0.000178,0.001061,5.979245,252.353051,0.0,251.679702
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,2,283–353 Hz,0.000215,0.000972,4.605774,316.373318,0.0,316.20429
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,3,353–440 Hz,0.000207,0.00116,5.667209,394.757645,0.0,393.46647
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,4,440–565 Hz,0.000203,0.00114,5.717358,499.402081,0.0,498.461826
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,5,565–707 Hz,0.000168,0.00106,6.220293,632.458635,0.0,631.627935
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,6,707–880 Hz,0.00018,0.000889,4.898168,789.267289,0.0,788.877622
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,7,880–1130 Hz,0.000322,0.001579,4.900825,1001.980175,0.0,1001.456338
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,8,1130–1414 Hz,0.00023,0.001102,4.824472,1258.265243,0.0,1257.602287
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,9,1414–1760 Hz,0.000492,0.002323,4.751512,1582.218593,0.0,1582.485847
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,10,1760–2220 Hz,0.000578,0.003214,5.298945,1975.12423,0.0,1974.137266
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,11,10–1000 Hz,0.001084,0.013476,12.54643,152.396635,1e-06,124.966289
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,12,10–2000 Hz,0.001253,0.015321,12.457447,275.509148,1e-06,212.057915
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,13,500–1500 Hz,0.000529,0.004095,7.90318,912.851804,0.0,910.973845
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,3,14,1000–2000 Hz,0.000487,0.003084,6.376942,1482.802178,0.0,1481.35093
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,0,176–225 Hz,0.000236,0.00146,6.268601,198.904829,0.0,198.183424
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,1,225–283 Hz,0.000243,0.001687,7.021656,252.485052,0.0,251.918646
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,2,283–353 Hz,0.000293,0.00154,5.429798,317.461323,0.0,317.394925
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,3,353–440 Hz,0.00029,0.001861,6.656186,394.525644,0.0,393.174011
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,4,440–565 Hz,0.000283,0.001856,6.674988,499.774082,0.0,498.848301
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,5,565–707 Hz,0.000234,0.001753,7.383272,633.282639,0.0,631.912751
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,6,707–880 Hz,0.000254,0.001541,5.955594,790.875295,0.0,790.779745
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,7,880–1130 Hz,0.00047,0.002585,5.598231,1012.940221,0.0,1011.799908
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,8,1130–1414 Hz,0.00034,0.001832,5.445722,1243.25318,0.0,1243.259267
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,9,1414–1760 Hz,0.000667,0.003547,5.217958,1596.07065,1e-06,1596.512883
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,10,1760–2220 Hz,0.000749,0.004389,5.835321,1957.752157,1e-06,1956.293537
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,11,10–1000 Hz,0.001345,0.015275,11.521463,238.216993,2e-06,197.449055
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,12,10–2000 Hz,0.001691,0.024082,13.826741,540.170251,2e-06,429.725982
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,13,500–1500 Hz,0.000847,0.007391,8.760933,996.844154,1e-06,989.192005
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,5,14,1000–2000 Hz,0.001001,0.006364,6.566497,1544.190434,1e-06,1537.20594
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,0,176–225 Hz,0.000266,0.001744,6.689537,199.22483,0.0,198.149284
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,1,225–283 Hz,0.000275,0.001943,7.229767,252.281051,0.0,251.853131
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,2,283–353 Hz,0.000327,0.001896,6.017575,317.933325,0.0,317.977172
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,3,353–440 Hz,0.000327,0.00229,7.220941,395.677649,0.0,393.409932
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,4,440–565 Hz,0.000319,0.002369,7.539008,500.102084,0.0,499.286826
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,5,565–707 Hz,0.000263,0.002053,7.693803,633.69864,0.0,631.959579
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,6,707–880 Hz,0.000289,0.001766,6.06602,793.163305,0.0,792.764867
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,7,880–1130 Hz,0.000545,0.003092,5.898937,1021.036254,0.0,1019.22272
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,8,1130–1414 Hz,0.000398,0.00211,5.340343,1234.345143,0.0,1233.119511
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,9,1414–1760 Hz,0.000774,0.004261,5.510958,1610.902712,1e-06,1610.387323
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,10,1760–2220 Hz,0.000844,0.005091,5.938869,1938.508077,1e-06,1937.020323
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,11,10–1000 Hz,0.001469,0.018871,12.802081,284.017183,2e-06,230.175606
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,12,10–2000 Hz,0.00176,0.020949,11.721822,654.502727,3e-06,530.919672
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,13,500–1500 Hz,0.000922,0.008472,9.214017,1008.944204,1e-06,996.573282
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,14,1000–2000 Hz,0.001333,0.008761,6.852782,1577.162572,2e-06,1564.012068
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,0,176–225 Hz,0.000313,0.002645,8.764855,200.188834,0.0,199.348309
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,1,225–283 Hz,0.000319,0.00265,8.603189,253.801058,0.0,252.487822
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,2,283–353 Hz,0.000375,0.002565,7.167405,319.24533,0.0,320.329422
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,3,353–440 Hz,0.000381,0.002813,7.572563,395.94965,0.0,392.895654
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,4,440–565 Hz,0.00037,0.002888,7.886144,501.206088,0.0,498.712559
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,5,565–707 Hz,0.00031,0.002539,8.119862,633.998642,0.0,630.765703
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,6,707–880 Hz,0.000345,0.002568,7.441047,801.67934,0.0,801.434565
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,7,880–1130 Hz,0.000649,0.004045,6.422398,1038.504327,0.0,1037.752314
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,8,1130–1414 Hz,0.000515,0.003075,6.084151,1212.941054,0.0,1209.99173
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,9,1414–1760 Hz,0.001021,0.006209,6.28127,1659.502915,1e-06,1658.741224
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,10,1760–2220 Hz,0.001081,0.006794,6.525673,1881.995842,2e-06,1877.880303
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,11,10–1000 Hz,0.001708,0.020591,11.745649,478.161992,2e-06,391.285356
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,12,10–2000 Hz,0.002415,0.026667,11.052618,1119.864666,5e-06,965.800364
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,13,500–1500 Hz,0.001054,0.010316,9.886684,1109.348622,1e-06,1070.692129
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,3,14,1000–2000 Hz,0.001516,0.010668,7.41172,1614.330726,3e-06,1588.332601
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,0,176–225 Hz,0.000297,0.002235,7.684057,200.304835,0.0,198.807947
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,1,225–283 Hz,0.000306,0.002319,7.833608,253.637057,0.0,252.182371
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,2,283–353 Hz,0.00036,0.002291,6.675249,318.797328,0.0,319.530136
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,3,353–440 Hz,0.000366,0.002682,7.521074,396.217651,0.0,393.06471
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,4,440–565 Hz,0.000356,0.002766,7.885645,500.970087,0.0,498.990264
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,5,565–707 Hz,0.000297,0.002442,8.114542,634.134642,0.0,630.934164
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,6,707–880 Hz,0.000329,0.002399,7.100284,799.903333,0.0,798.813002
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,7,880–1130 Hz,0.000624,0.003741,6.075401,1036.028317,0.0,1033.442608
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,8,1130–1414 Hz,0.000482,0.002725,5.71998,1217.101071,0.0,1214.915208
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,9,1414–1760 Hz,0.000955,0.00557,5.955628,1648.70687,1e-06,1646.960233
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,10,1760–2220 Hz,0.001016,0.00634,6.452992,1893.327889,1e-06,1890.271717
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,11,10–1000 Hz,0.001583,0.019324,11.968085,401.929675,2e-06,330.250608
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,12,10–2000 Hz,0.00227,0.023065,10.176428,1088.316535,5e-06,936.080125
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,13,500–1500 Hz,0.000963,0.009584,9.885329,1033.088305,1e-06,1002.698255
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,5,14,1000–2000 Hz,0.001516,0.010437,7.264526,1610.30271,3e-06,1586.226266
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,0,176–225 Hz,0.000293,0.002105,7.378416,200.180834,0.0,198.779819
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,1,225–283 Hz,0.000303,0.002248,7.684116,253.593057,0.0,252.180401
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,2,283–353 Hz,0.000356,0.002273,6.687118,319.873333,0.0,319.4404
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,3,353–440 Hz,0.000362,0.002709,7.680349,394.865645,0.0,393.051231
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,4,440–565 Hz,0.000352,0.002832,8.151941,500.602086,0.0,499.13812
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,5,565–707 Hz,0.000294,0.002404,8.070051,633.55864,0.0,631.048749
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,6,707–880 Hz,0.000325,0.002216,6.754472,799.823333,0.0,798.144746
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,7,880–1130 Hz,0.000618,0.003646,6.023703,1035.120313,0.0,1032.567544
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,8,1130–1414 Hz,0.000475,0.002586,5.481367,1218.461077,0.0,1216.21327
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,9,1414–1760 Hz,0.000943,0.005461,5.891519,1646.846862,1e-06,1644.851229
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,10,1760–2220 Hz,0.001002,0.006236,6.39385,1896.747903,1e-06,1892.966133
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,11,10–1000 Hz,0.001594,0.020691,12.708115,387.209613,2e-06,317.428076
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,12,10–2000 Hz,0.002231,0.020857,9.437339,1088.628536,5e-06,937.521706
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,13,500–1500 Hz,0.000954,0.009479,9.862077,1024.428268,1e-06,997.128135
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Elliptical,7,14,1000–2000 Hz,0.001507,0.010288,7.212168,1606.914695,3e-06,1583.717757
